"","N","L","a","p","S","d","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","diam","cl","mu","te","si","apl"
"1",7,7,2.39800360275913,0.765763173908239,0.796311640173813,0.166666666666667,0,7,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0.488372093023256,3.08333333333333
"2",31,35,1.6948711710452,0.91347551349969,0.659242912027579,0.0376344086021505,3,39,1,4,0,0,1,0,0,0,0,0,0,18,0,2,0.107047087134292,1.78385772913817,7.70857142857143
"3",6,5,2.92359338785195,0.819861407986192,0.636514168294813,0.166666666666667,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.33333333333333
"4",8,8,2.25574890974031,0.765763173908239,0.735621939758795,0.142857142857143,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0.543478260869565,3
"5",5,5,3.04803825991038,0.765763173908239,0.950270539233235,0.25,0,2,0,1,0,0,0,0,1,0,0,0,0,4,0.5,0,0,0.5,1.92307692307692
"6",89,90,1.600079358346,0.765763173908239,0.214502150362289,0.011491317671093,1,86,1,1,0,0,1,0,1,0,0,0,0,85,0.032258064516129,2,0.00632208518488842,0.927662758792716,28.7204081632653
"7",16,16,1.85257715880239,0.765763173908239,0.46341355882643,0.0666666666666667,0,13,0,0,0,0,1,0,0,0,0,0,0,15,0,2,0,0.211678832116788,5.62809917355372
"8",194,243,1.87184745752487,0.996386941458635,0.860368551909565,0.0064900379253245,42,292,12,43,8,0,16,0,3,1,0,2,0,77,0.0939597315436242,16,0.103934070339851,8.58661273561639,19.7250067488527
"9",19,23,1.68519778982633,0.819861407986192,0.926907559390993,0.0672514619883041,4,23,0,4,1,0,1,0,2,0,0,0,0,12,0.219512195121951,2,0.124998030404408,1.70888201258795,4.82819383259912
"10",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"11",12,12,1.77844657658769,0.983159557242309,0.721463686692511,0.0909090909090909,1,10,0,1,0,0,0,0,1,0,0,0,0,10,0.2,0,0.0601606745739469,0.37037037037037,3.98550724637681
"12",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"13",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"14",17,21,1.98216856457643,0.91347551349969,0.790234755343283,0.0772058823529412,3,18,4,2,0,0,2,1,1,0,0,0,0,14,0.0909090909090909,4,0.145472263786929,1.83844230806213,5.625
"15",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"16",1,0,Inf,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"17",23,22,1.56704404338326,0.819861407986192,0.295439191872116,0.0434782608695652,0,21,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8
"18",3,2,2.92359338785195,0.819861407986192,0.636514168294813,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.33333333333333
"19",5,4,4.28840461650191,0.819861407986192,0.673011667009257,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"20",11,10,1.88647920392335,0.819861407986192,0.474139313057837,0.0909090909090909,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4
"21",3,2,2.92359338785195,0.819861407986192,0.636514168294813,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.33333333333333
"22",13,13,1.93832288070455,0.765763173908239,0.535961049709069,0.0833333333333333,0,13,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0.43298969072165,4.5
"23",18,24,1.96032521120132,0.91347551349969,0.760755259244303,0.0784313725490196,7,27,12,10,0,0,15,3,2,0,0,0,0,9,0.075,6,0.156708258886742,2.48453608247423,3.3956043956044
"24",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"25",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"26",5,5,2.62303192100008,0.410824527408434,1.05492016798614,0.25,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0.183659166810898,0.4375,1.72727272727273
"27",3,3,NA,1,1.09861228866811,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0.428571428571429,1.25
"28",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"29",7,6,2.45514222391639,0.819861407986192,0.598269588585257,0.142857142857143,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2.66666666666667
"30",2,2,Inf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,0,0,1
"31",16,16,1.6905872719678,0.976226217232024,0.601923971732289,0.0666666666666667,1,14,0,1,0,0,0,0,1,0,0,0,0,13,0.157894736842105,0,0.0427524022274401,0.496402877697842,4.98373983739837
"32",11,20,3.14124309320729,0.0265997045069352,1.15958881430863,0.181818181818182,6,9,13,4,0,1,3,6,2,2,1,0,0,8,0.305084745762712,8,0.386699681317375,2.58975653542158,2.3
"33",5,4,4.28840461650191,0.819861407986192,0.673011667009257,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"34",28,40,1.83085608940492,0.95673468454633,1.02517677095363,0.0529100529100529,5,39,13,6,1,0,15,3,0,1,0,1,0,15,0.1,10,0.202675877681788,3.45530766141963,5.86556927297668
"35",5,5,2.62303192100008,0.410824527408434,1.05492016798614,0.25,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0.183659166810898,0.4375,1.72727272727273
"36",19,28,2.15415603271117,0.164079197726652,0.609627423596098,0.0818713450292398,10,19,26,6,0,0,21,10,4,0,0,0,0,6,0.115384615384615,12,0.204830455531547,2.90795553838331,2.67680608365019
"37",9,8,2.06431413353057,0.819861407986192,0.529706199057654,0.111111111111111,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3.33333333333333
"38",7,6,2.45514222391639,0.819861407986192,0.598269588585257,0.142857142857143,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2.66666666666667
"39",9,13,2.78595400496399,0.164079197726652,1.00271826451752,0.180555555555556,3,7,3,2,1,0,2,0,3,0,0,0,0,5,0.413793103448276,2,0.272133722825463,1.46783630992445,2.33333333333333
"40",5,7,3.04803825991038,0.765763173908239,0.950270539233235,0.35,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,6,0.4,0.905692857554947,1.5625
"41",10,13,2.6444746955832,0.164079197726652,0.940447988655326,0.144444444444444,0,7,3,1,0,0,5,1,0,0,0,0,0,7,0,6,0.174050763286324,1.72289156626506,3.02739726027397
"42",17,19,2.21255418140784,0.164079197726652,0.659872013784827,0.0698529411764706,4,19,0,3,0,0,0,0,2,0,0,0,0,13,0.1875,0,0.110150367583427,1.23376623376623,5.01869158878505
"43",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"44",7,8,2.39800360275913,0.765763173908239,0.796311640173813,0.19047619047619,1,6,2,0,0,0,1,0,0,0,0,0,0,5,0,2,0.208449702432464,0.552631578947368,2.38709677419355
"45",41,41,1.77113666788779,0.765763173908239,0.387314713287818,0.025,1,41,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0.0178552851242242,0.292084726867336,13.4322429906542
"46",26,32,1.83839500912884,0.970040902662936,0.990474866954928,0.0492307692307692,6,33,0,4,2,0,0,0,3,0,0,0,0,23,0.258620689655172,0,0.14969747799828,0.662447215601614,7.97109826589595
"47",20,19,1.60682615108456,0.819861407986192,0.325082973391448,0.05,0,18,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7
"48",29,36,1.90935430735883,0.998963817477042,1.13432988407524,0.0443349753694581,3,30,4,3,0,0,2,0,1,1,1,0,0,24,0.176470588235294,6,0.16965900717398,2.40850824650274,7.68738574040219
"49",27,29,1.63052027703854,0.998592359083797,0.820054744645837,0.0413105413105413,1,27,1,1,1,0,1,0,0,0,0,0,0,27,0.0882352941176471,2,0.0640199933902779,1.39611650485437,9.02459016393443
"50",57,98,2.38494967925529,0.984555019783673,1.6020482836606,0.0307017543859649,36,109,29,24,4,2,26,5,3,5,0,0,1,25,0.164233576642336,20,0.315055811534949,6.47292043591004,7.93591014205484
"51",31,32,1.86449030500378,0.765763173908239,0.473981265634931,0.0344086021505376,2,35,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0.0309569047494276,1.12396694214876,12.2401960784314
"52",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"53",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"54",9,10,2.15627127033194,0.765763173908239,0.683738905848754,0.138888888888889,1,8,2,0,0,0,1,0,0,0,0,0,0,7,0,2,0.144310548966155,0.575757575757576,3.26315789473684
"55",18,22,1.95085379757779,0.970040902662936,1.22607605036617,0.0718954248366013,3,19,1,3,2,0,0,0,1,1,0,0,0,19,0.315789473684211,2,0.123180241091564,1.43749599244748,5.44578313253012
"56",5,4,4.28840461650191,0.819861407986192,0.673011667009257,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"57",6,5,2.92359338785195,0.819861407986192,0.636514168294813,0.166666666666667,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.33333333333333
"58",43,59,2.44797010930871,0.418176179478782,1.0355219725678,0.0326688815060908,13,69,5,12,3,0,5,0,3,1,1,1,0,24,0.206106870229008,6,0.222063350682062,2.44720624661461,8.5703125
"59",9,21,3.58889556066505,0.0265997045069352,1.30309240376172,0.291666666666667,0,2,5,1,0,0,8,7,0,5,0,1,0,5,0.439024390243902,14,1.02085784536919,2.27433173482132,1.94444444444444
"60",8,7,2.21365230216912,0.819861407986192,0.562335144618808,0.125,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
"61",10,10,1.85257715880239,0.98811118727985,0.801818552543337,0.111111111111111,1,11,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0.0970950594454669,0.590163934426229,3.03921568627451
"62",45,61,1.69249621765403,0.979906771797863,1.11755785772653,0.0308080808080808,10,70,5,9,4,0,5,0,1,0,0,0,0,27,0.131578947368421,8,0.22056850609418,3.81517480677625,10.167198468411
"63",32,39,1.62885264523434,0.819861407986192,0.847994262558809,0.0393145161290323,8,40,4,4,0,1,3,0,2,0,1,0,0,19,0.169014084507042,4,0.111335317400231,2.47277244221409,7.09326424870466
"64",10,11,3.45555250285891,0.765763173908239,1.22060726455302,0.122222222222222,1,9,1,1,0,0,1,0,0,0,0,0,0,9,0,2,0.135484256765873,0.921052631578947,3.62121212121212
"65",17,19,1.98216856457643,0.91347551349969,0.790234755343283,0.0698529411764706,2,17,2,3,0,0,3,0,1,0,0,0,0,14,0.1,2,0.119054833504996,1.06896551724138,4.7515923566879
"66",11,10,1.88647920392335,0.819861407986192,0.474139313057837,0.0909090909090909,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4
"67",15,15,1.70798045599928,0.977682241282899,0.62770525719715,0.0714285714285714,1,16,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0.0540852082972755,0.468253968253968,4.9009009009009
"68",14,15,2.39800360275913,0.765763173908239,0.796311640173813,0.0824175824175824,2,18,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0.131185119150641,0.976,3.84684684684685
"69",5,5,2.62303192100008,0.410824527408434,1.05492016798614,0.25,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0.2,0.5,1.72727272727273
"70",86,99,1.63924029858758,0.93303949699302,0.524385108204147,0.0135430916552668,4,93,6,7,1,0,4,0,1,2,0,2,1,68,0.155555555555556,8,0.0878554159537354,2.70627256932431,22.3491218733369
"71",9,8,2.06431413353057,0.819861407986192,0.529706199057654,0.111111111111111,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3.33333333333333
"72",8,8,2.25574890974031,0.765763173908239,0.735621939758795,0.142857142857143,0,5,0,0,0,0,1,0,0,0,0,0,0,8,0,2,0,0.351351351351351,2.93103448275862
"73",12,12,1.97716258428232,0.765763173908239,0.566085738959629,0.0909090909090909,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,2,0,0.265822784810127,4.28358208955224
"74",7,9,3.30831206542234,0.164079197726652,1.15374194270109,0.214285714285714,0,2,2,0,0,0,3,1,0,0,0,0,0,4,0,6,0.195850084922096,1.13623125036058,2.04
"75",10,11,1.85257715880239,0.98811118727985,0.801818552543337,0.122222222222222,1,7,2,1,0,0,2,0,1,0,0,0,0,6,0.1875,2,0.137878349348618,0.935387705343633,2.74509803921569
"76",13,12,1.78212924208796,0.819861407986192,0.429323021930616,0.0769230769230769,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4.66666666666667
"77",5,6,3.04803825991038,0.765763173908239,0.950270539233235,0.3,1,1,2,0,0,0,1,0,1,0,0,0,0,3,0.375,2,0.3,0.523809523809524,1.8125
"78",16,24,1.78212924208796,0.819861407986192,1.03739232462091,0.1,1,16,7,3,0,0,7,3,0,0,0,1,0,14,0.075,10,0.313844836868927,2.761776084951,4.3625
"79",10,11,2.08202128066672,0.765763173908239,0.639031859650177,0.122222222222222,0,6,2,0,0,0,0,1,0,0,0,0,0,8,0,4,0.0986426728730842,0.310344827586207,3.375
"80",11,17,2.8548936240001,0.418176179478782,1.64173471218752,0.154545454545455,2,7,3,1,0,1,4,2,2,0,0,1,0,7,0.387096774193548,6,0.423780135135491,1.86358527314717,2.52631578947368
"81",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"82",6,6,2.62303192100008,0.765763173908239,0.867563228481461,0.2,0,3,1,0,0,0,0,0,0,0,0,0,0,8,0,2,0.120321349147894,0,2.25
"83",6,8,3.30831206542234,0.519277926724758,1.32966134885476,0.266666666666667,0,1,1,1,0,0,1,1,1,0,0,0,0,6,0.375,4,0.301879687409855,1.25690040390044,2.16
"84",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"85",7,9,2.45514222391639,0.819861407986192,0.598269588585257,0.214285714285714,2,13,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0.274042262007784,0.73469387755102,2.54761904761905
"86",5,5,3.04803825991038,0.765763173908239,0.950270539233235,0.25,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0.4375,1.90909090909091
"87",10,9,1.96179669392598,0.819861407986192,0.500402423538188,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3.66666666666667
"88",4,3,NA,1,0.693147180559945,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.66666666666667
"89",12,11,1.82844657941282,0.819861407986192,0.450561208866305,0.0833333333333333,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4.33333333333333
"90",6,6,2.25574890974031,0.700036232465194,1.01140426470735,0.2,1,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.135213020743189,0.518518518518518,2.19047619047619
"91",6,7,3.30831206542234,0.519277926724758,1.32966134885476,0.233333333333333,1,4,2,0,0,0,2,0,0,0,0,0,0,5,0,2,0.25,0.82183240778134,2
"92",8,7,2.21365230216912,0.819861407986192,0.562335144618808,0.125,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
"93",11,10,1.88647920392335,0.819861407986192,0.474139313057837,0.0909090909090909,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4
"94",45,56,1.72881694549806,0.831564818215766,0.642503441926712,0.0282828282828283,13,65,11,13,0,0,11,1,2,0,0,0,0,21,0.05,10,0.0979976398115822,3.70580097572524,8.00395480225989
"95",12,12,1.97716258428232,0.765763173908239,0.566085738959629,0.0909090909090909,0,12,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0.552631578947368,4.80392156862745
"96",13,17,1.96179669392598,0.819861407986192,1.17865499634165,0.108974358974359,1,14,3,2,0,0,5,1,0,0,0,0,0,10,0,4,0.245756397940766,1.94354389762644,3.36842105263158
"97",20,20,1.77844657658769,0.765763173908239,0.394397691447443,0.0526315789473684,1,20,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.049900044193615,0,7
"98",4,4,4.24606384200017,0.765763173908239,1.03972077083992,0.333333333333333,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0.6,0,0,0.461538461538462,1.66666666666667
"99",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"100",3,2,2.92359338785195,0.819861407986192,0.636514168294813,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.33333333333333
"101",14,17,2.92977072644579,0.91347551349969,1.23264328449874,0.0934065934065934,2,12,1,2,1,0,1,0,2,0,0,0,0,10,0.333333333333333,2,0.211048029362441,1.58260869565217,3.61386138613861
"102",5,4,4.28840461650191,0.819861407986192,0.673011667009257,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"103",6,7,2.25574890974031,0.700036232465194,1.01140426470735,0.233333333333333,1,3,2,1,0,0,2,0,1,0,0,0,0,3,0.25,2,0.25,0.939237037464389,1.85714285714286
"104",12,12,1.97716258428232,0.765763173908239,0.566085738959629,0.0909090909090909,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,2,0,0.265822784810127,4.28358208955224
"105",18,18,1.66153173353921,0.973710300000422,0.556646903582107,0.0588235294117647,1,16,0,1,0,0,0,0,1,0,0,0,0,15,0.142857142857143,0,0.0555555555555556,0.413793103448276,5.91025641025641
"106",6,5,2.92359338785195,0.819861407986192,0.636514168294813,0.166666666666667,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.33333333333333
"107",8,8,1.97716258428232,0.94754295728727,0.900256051268537,0.142857142857143,1,6,0,1,0,0,0,0,1,0,0,0,0,6,0.272727272727273,0,0.114786979256811,0.461538461538462,2.61290322580645
"108",16,18,1.49235916409181,0.819861407986192,0.233791658706459,0.075,3,21,0,3,0,0,0,0,1,0,0,0,0,13,0.1,0,0.0776216270128779,1.08966171924579,5.875
"109",24,31,2.14698862880117,0.955700300809289,0.961285752584596,0.0561594202898551,3,20,3,1,0,0,4,0,1,2,0,0,0,26,0.225,8,0.170968534453846,2.28531190975389,6.84084084084084
"110",5,6,1.96179669392598,0.819861407986192,0.500402423538188,0.3,0,4,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0.162255624891827,0.52,2.2
"111",9,11,2.92359338785195,0.819861407986192,1.42706104338072,0.152777777777778,2,6,1,1,0,0,1,0,1,1,0,0,0,7,0.352941176470588,2,0.264309277054019,0.745864706221721,2.73809523809524
"112",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"113",1,0,Inf,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"114",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"115",4,5,2.21365230216912,0.819861407986192,0.562335144618808,0.416666666666667,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0.6,2,0.229573958513622,0.5,1.75
"116",3,3,NA,1,1.09861228866811,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0.428571428571429,1.25
"117",8,7,2.21365230216912,0.819861407986192,0.562335144618808,0.125,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
"118",4,4,4.24606384200017,0.765763173908239,1.03972077083992,0.333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0.229573958513622,0,1.57142857142857
"119",1,0,Inf,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"120",13,16,2.89633172213924,0.0265997045069352,1.04379388084415,0.102564102564103,2,17,2,1,1,0,2,0,0,0,0,0,0,9,0.111111111111111,2,0.157060312544445,1.4409655258957,4.20138888888889
"121",5,5,2.62303192100008,0.410824527408434,1.05492016798614,0.25,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0.183659166810898,0.4375,1.72727272727273
"122",10,13,3.45555250285891,0.765763173908239,1.22060726455302,0.144444444444444,2,12,2,2,0,0,2,1,0,0,0,0,0,6,0,4,0.2842359383895,1.43172394622625,3.01369863013699
"123",7,10,2.78595400496399,0.803981648784929,1.27703425946614,0.238095238095238,3,4,1,1,0,0,1,0,2,1,0,0,0,4,0.473684210526316,2,0.49612585762747,0.776058552517712,2.03225806451613
"124",2,2,Inf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,2,0,0,1
"125",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"126",7,6,2.45514222391639,0.819861407986192,0.598269588585257,0.142857142857143,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2.66666666666667
"127",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"128",14,19,2.33450365255759,0.164079197726652,0.754996758130825,0.104395604395604,3,14,5,2,0,0,3,1,1,2,0,0,0,9,0.243243243243243,4,0.173528803233943,1.77777777777778,3.51798561151079
"129",11,10,1.88647920392335,0.819861407986192,0.474139313057837,0.0909090909090909,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4
"130",14,19,1.892977002482,0.798867821814803,1.02851376402485,0.104395604395604,3,14,6,2,0,0,4,1,0,2,0,0,0,9,0.166666666666667,4,0.215453969724867,2.162595447953,3.4968152866242
"131",10,14,2.50280733425934,0.597128917932475,1.47080847632211,0.155555555555556,2,6,2,1,0,0,1,0,1,2,0,0,0,8,0.428571428571429,4,0.375694710314859,0.894563561004482,2.90909090909091
"132",16,21,2.78595400496399,0.91347551349969,1.35359135213461,0.0875,5,23,3,4,0,0,1,0,1,0,1,0,0,11,0.142857142857143,2,0.197822195446073,2.537762675574,4.22222222222222
"133",6,11,3.30831206542234,0.519277926724758,1.32966134885476,0.366666666666667,1,0,4,0,0,0,3,0,0,0,0,0,1,9,0.272727272727273,8,0.697626229780677,1.35930772200742,1.92
"134",8,11,2.25574890974031,0.765763173908239,0.735621939758795,0.196428571428571,1,2,6,0,0,0,3,3,1,0,0,0,0,4,0.166666666666667,6,0.279490793828629,1.33333333333333,2.04651162790698
"135",23,36,1.80700323612529,0.880824850532995,1.27558875635131,0.0711462450592885,13,31,2,8,4,1,3,0,7,2,0,0,0,19,0.424242424242424,4,0.375683778698954,2.0132196643809,7.57438016528926
"136",3,3,NA,1,1.09861228866811,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0.333333333333333,0,1.25
"137",6,5,2.92359338785195,0.819861407986192,0.636514168294813,0.166666666666667,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.33333333333333
"138",5,4,4.28840461650191,0.819861407986192,0.673011667009257,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"139",7,8,2.02401912995519,0.410824527408434,1.00424247305408,0.19047619047619,1,2,1,0,0,0,1,0,1,0,0,0,0,13,0.375,2,0.262370238301283,0.97758076295274,2.48
"140",16,18,2.0069055374212,0.91347551349969,0.822265337328788,0.075,1,15,2,1,0,0,1,0,0,0,0,0,0,12,0,4,0.107222093319084,0.784722222222222,4.78125
"141",6,6,2.62303192100008,0.765763173908239,0.867563228481461,0.2,0,3,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0.409090909090909,2.25
"142",12,17,2.05106796400976,0.877185726129345,1.07513932400537,0.128787878787879,2,6,3,1,0,1,5,1,2,0,0,0,0,10,0.333333333333333,6,0.382861479708809,1.53695412260894,3.19512195121951
"143",14,17,3.30831206542234,0.164079197726652,1.15374194270109,0.0934065934065934,4,16,1,3,0,0,2,0,1,0,0,0,0,12,0.103448275862069,2,0.164924412973802,1.77012541745994,3.84558823529412
"144",6,5,2.92359338785195,0.819861407986192,0.636514168294813,0.166666666666667,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.33333333333333
"145",20,30,1.72221446863598,0.974780914561767,0.914285581467099,0.0789473684210526,6,22,18,2,0,0,11,6,0,1,0,0,0,10,0.0441176470588235,12,0.202910051591205,3.19299426147695,3.75526315789474
"146",12,13,2.45638276260294,0.164079197726652,0.836988216785836,0.0984848484848485,0,14,0,1,1,0,0,0,0,0,0,0,0,11,0.166666666666667,0,0.0419381945646371,1.02439024390244,4.67567567567568
"147",8,11,4.28840461650191,0.819861407986192,1.49417513828931,0.196428571428571,2,6,1,0,1,0,1,0,1,1,0,0,0,8,0.473684210526316,2,0.325453525178734,1.16909926505939,2.44186046511628
"148",16,20,2.2475879848041,0.164079197726652,0.688567369302283,0.0833333333333333,6,21,4,3,1,0,3,0,2,0,0,0,0,10,0.195652173913043,2,0.14790573751201,1.47674418604651,3.76923076923077
"149",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"150",5,5,3.04803825991038,0.765763173908239,0.950270539233235,0.25,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0.162255624891827,0,1.90909090909091
"151",7,7,Inf,1,0,0.166666666666667,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3.5
"152",6,8,2.62303192100008,0.765763173908239,0.867563228481461,0.266666666666667,1,4,2,1,0,0,1,0,1,0,0,0,0,7,0.25,2,0.253654682481227,0.836507986491721,2.33333333333333
"153",2,1,Inf,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1
"154",12,15,2.45638276260294,0.164079197726652,0.836988216785836,0.113636363636364,3,11,4,1,0,0,3,0,1,0,0,0,0,7,0.12,4,0.232494089609167,1.27267675044712,3.09090909090909
"155",10,14,2.45514222391639,0.819861407986192,1.35923670066501,0.155555555555556,1,6,5,0,0,0,2,0,0,0,0,1,0,7,0.176470588235294,6,0.316100106128053,1.41023011358173,2.875
"156",10,9,1.96179669392598,0.819861407986192,0.500402423538188,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3.66666666666667
"157",48,59,1.8706195920566,0.819861407986192,0.741211529631329,0.0261524822695035,6,56,4,7,1,0,5,0,3,1,0,0,0,35,0.161290322580645,6,0.139827442856571,3.57640554714904,12.4355997788834
"158",14,18,2.06818624222507,0.91347551349969,0.895332665968091,0.0989010989010989,2,8,5,1,0,0,3,1,2,0,0,0,0,8,0.230769230769231,6,0.206828181782682,1.56162258434268,3.44761904761905
"159",3,3,NA,1,1.09861228866811,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0.333333333333333,0,1.25
"160",16,22,3.14473801303898,0.00396965912979632,1.1240357221909,0.0916666666666667,8,21,5,5,0,0,3,0,3,1,0,0,0,10,0.222222222222222,2,0.249099545455029,2.1354834733669,3.4739336492891
"161",7,6,2.45514222391639,0.819861407986192,0.598269588585257,0.142857142857143,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2.66666666666667
